Year,Month,Country/Region,Average
2020,9,Argentina,11108.866666666667
2020,10,Argentina,13416.870967741936
2020,11,Argentina,8586.966666666667
2020,12,Argentina,6483.258064516129
2021,1,Argentina,9733.064516129032
2021,2,Argentina,6433.071428571428
2021,3,Argentina,7788.903225806452
2021,4,Argentina,20951.4
2021,5,Argentina,25949.064516129034
2021,6,Argentina,22953.0
2021,7,Argentina,14819.032258064517
2021,8,Argentina,8253.41935483871
2021,9,Argentina,2376.0666666666666
2021,10,Argentina,1029.1935483870968
2021,11,Argentina,1398.0333333333333
2021,12,Argentina,10440.645161290322
2022,1,Argentina,87878.96774193548
2022,2,Argentina,18642.85714285714
2022,3,Argentina,4427.580645161291
2022,4,Argentina,1143.9666666666667
2022,5,Argentina,5107.8387096774195
2022,6,Argentina,4553.3
2022,7,Argentina,6230.1612903225805
2022,8,Argentina,3803.8064516129034
2022,9,Argentina,1006.5
2022,10,Argentina,337.258064516129
2022,11,Argentina,279.06666666666666
2022,12,Argentina,5286.8387096774195
2023,1,Argentina,4709.548387096775
2023,2,Argentina,249.64285714285714
2023,3,Argentina,92.44444444444444
2020,1,Armenia,0.0
2020,2,Armenia,0.0
2020,3,Armenia,17.161290322580644
2020,4,Armenia,51.13333333333333
2020,5,Armenia,232.7741935483871
2020,6,Armenia,542.0
2020,7,Armenia,419.61290322580646
2020,8,Armenia,168.74193548387098
2020,9,Armenia,219.26666666666668
2020,10,Armenia,1272.7096774193549
2020,11,Armenia,1510.3666666666666
2020,12,Armenia,783.3870967741935
2021,1,Armenia,245.70967741935485
2021,2,Armenia,179.71428571428572
2021,3,Armenia,663.9032258064516
2021,4,Armenia,780.8333333333334
2021,5,Armenia,213.09677419354838
2021,6,Armenia,80.83333333333333
2021,7,Armenia,161.7741935483871
2021,8,Armenia,387.9032258064516
2021,9,Armenia,652.0666666666667
2021,10,Armenia,1504.1612903225807
2021,11,Armenia,1006.4
2021,12,Armenia,206.83870967741936
2022,1,Armenia,737.5806451612904
2022,2,Armenia,1858.4642857142858
2022,3,Armenia,86.6774193548387
2022,4,Armenia,11.6
2022,5,Armenia,3.096774193548387
2022,6,Armenia,9.333333333333334
2022,7,Armenia,68.45161290322581
2022,8,Armenia,291.38709677419354
2022,9,Armenia,282.56666666666666
2022,10,Armenia,76.35483870967742
2022,11,Armenia,16.5
2022,12,Armenia,7.709677419354839
2023,1,Armenia,1.032258064516129
2023,2,Armenia,28.964285714285715
2023,3,Armenia,54.333333333333336
2020,1,Australia,1.0
2020,2,Australia,0.5517241379310345
2020,3,Australia,146.25806451612902
2020,4,Australia,73.56666666666666
2020,5,Australia,14.064516129032258
2020,6,Australia,23.933333333333334
2020,7,Australia,301.93548387096774
2020,8,Australia,275.4516129032258
2020,9,Australia,42.56666666666667
2020,10,Australia,16.096774193548388
2020,11,Australia,10.566666666666666
2020,12,Australia,16.548387096774192
2021,1,Australia,12.67741935483871
2021,2,Australia,5.714285714285714
2021,3,Australia,11.096774193548388
2021,4,Australia,16.3
2021,5,Australia,9.903225806451612
2021,6,Australia,17.5
2021,7,Australia,120.64516129032258
2021,8,Australia,668.0645161290323
2021,9,Australia,1736.2666666666667
2021,10,Australia,2091.9032258064517
2021,11,Australia,1320.8333333333333
2021,12,Australia,6898.096774193548
2022,1,Australia,69512.58064516129
2022,2,Australia,23379.678571428572
2022,3,Australia,43162.87096774193
2022,4,Australia,46002.53333333333
2022,5,Australia,43847.290322580644
2022,6,Australia,28408.833333333332
2022,7,Australia,41005.354838709674
2022,8,Australia,19556.1935483871
2022,9,Australia,6585.733333333334
2022,10,Australia,4509.322580645161
2022,11,Australia,9348.533333333333
2022,12,Australia,15219.645161290322
2023,1,Australia,5281.903225806452
2023,2,Australia,2532.6785714285716
2023,3,Australia,3677.6666666666665
2020,1,Austria,0.0
2020,2,Austria,0.10344827586206896
2020,3,Austria,298.741935483871
2020,4,Austria,204.6
2020,5,Austria,38.96774193548387
2020,6,Austria,33.96666666666667
2020,7,Austria,104.64516129032258
2020,8,Austria,201.8709677419355
2020,9,Austria,570.0
2020,10,Austria,1846.3225806451612
2020,11,Austria,5901.1
2020,12,Austria,2502.032258064516
2021,1,Austria,1716.8709677419354
2021,2,Austria,1548.5714285714287
2021,3,Austria,2730.8387096774195
2021,4,Austria,2475.5666666666666
2021,5,Austria,908.1612903225806
2021,6,Austria,207.13333333333333
2021,7,Austria,267.96774193548384
2021,8,Austria,915.3870967741935
2021,9,Austria,1836.0666666666666
2021,10,Austria,2727.6774193548385
2021,11,Austria,10855.066666666668
2021,12,Austria,3964.483870967742
2022,1,Austria,18219.064516129034
2022,2,Austria,29847.178571428572
2022,3,Austria,37765.32258064516
2022,4,Austria,11089.866666666667
2022,5,Austria,3658.3548387096776
2022,6,Austria,5720.466666666666
2022,7,Austria,10137.935483870968
2022,8,Austria,5869.903225806452
2022,9,Austria,5850.566666666667
2022,10,Austria,9936.774193548386
2022,11,Austria,4068.866666666667
2022,12,Austria,4627.741935483871
2023,1,Austria,2423.7419354838707
2023,2,Austria,4680.892857142857
2023,3,Austria,5538.777777777777
2020,1,Azerbaijan,0.0
2020,2,Azerbaijan,0.0
2020,3,Azerbaijan,9.612903225806452
2020,4,Azerbaijan,50.2
2020,5,Azerbaijan,119.03225806451613
2020,6,Azerbaijan,401.0
2020,7,Azerbaijan,463.03225806451616
2020,8,Azerbaijan,147.0
2020,9,Azerbaijan,126.46666666666667
2020,10,Azerbaijan,485.16129032258067
2020,11,Azerbaijan,2196.9
2020,12,Azerbaijan,3145.935483870968
2021,1,Azerbaijan,371.5806451612903
2021,2,Azerbaijan,154.21428571428572
2021,3,Azerbaijan,876.6451612903226
2021,4,Azerbaijan,1913.2
2021,5,Azerbaijan,478.93548387096774
2021,6,Azerbaijan,69.7
2021,7,Azerbaijan,251.67741935483872
2021,8,Azerbaijan,2614.2580645161293
2021,9,Azerbaijan,1967.0333333333333
2021,10,Azerbaijan,1531.225806451613
2021,11,Azerbaijan,1898.2666666666667
2021,12,Azerbaijan,923.516129032258
2022,1,Azerbaijan,1339.4516129032259
2022,2,Azerbaijan,4542.857142857143
2022,3,Azerbaijan,202.0
2022,4,Azerbaijan,21.0
2022,5,Azerbaijan,6.612903225806452
2022,6,Azerbaijan,13.633333333333333
2022,7,Azerbaijan,182.6451612903226
2022,8,Azerbaijan,470.93548387096774
2022,9,Azerbaijan,266.76666666666665
2022,10,Azerbaijan,58.645161290322584
2022,11,Azerbaijan,35.96666666666667
2022,12,Azerbaijan,66.58064516129032
2023,1,Azerbaijan,49.774193548387096
2023,2,Azerbaijan,21.571428571428573
2023,3,Azerbaijan,30.77777777777778
2020,1,Bahamas,0.0
2020,2,Bahamas,0.0
2020,3,Bahamas,0.45161290322580644
2020,4,Bahamas,2.2333333333333334
2020,5,Bahamas,0.6774193548387096
2020,6,Bahamas,0.06666666666666667
2020,7,Bahamas,15.161290322580646
2020,8,Bahamas,53.0
2020,9,Bahamas,63.53333333333333
2020,10,Bahamas,83.58064516129032
2020,11,Bahamas,27.566666666666666
2020,12,Bahamas,10.64516129032258
2021,1,Bahamas,9.774193548387096
2021,2,Bahamas,12.321428571428571
2021,3,Bahamas,19.35483870967742
2021,4,Bahamas,44.46666666666667
2021,5,Bahamas,43.32258064516129
2021,6,Bahamas,26.333333333333332
2021,7,Bahamas,72.70967741935483
2021,8,Bahamas,106.41935483870968
2021,9,Bahamas,94.83333333333333
2021,10,Bahamas,44.096774193548384
2021,11,Bahamas,14.666666666666666
2021,12,Bahamas,54.354838709677416
2022,1,Bahamas,260.83870967741933
2022,2,Bahamas,20.464285714285715
2022,3,Bahamas,4.774193548387097
2022,4,Bahamas,9.166666666666666
2022,5,Bahamas,38.74193548387097
2022,6,Bahamas,40.53333333333333
2022,7,Bahamas,24.161290322580644
2022,8,Bahamas,11.32258064516129
2022,9,Bahamas,7.166666666666667
2022,10,Bahamas,3.096774193548387
2022,11,Bahamas,3.2333333333333334
2022,12,Bahamas,0.25806451612903225
2023,1,Bahamas,0.0
2023,2,Bahamas,0.0
2023,3,Bahamas,0.0
2020,1,Bahrain,0.0
2020,2,Bahrain,1.4137931034482758
2020,3,Bahrain,16.967741935483872
2020,4,Bahrain,82.43333333333334
2020,5,Bahrain,269.61290322580646
2020,6,Bahrain,512.0
2020,7,Bahrain,458.83870967741933
2020,8,Bahrain,354.51612903225805
2020,9,Bahrain,629.7333333333333
2020,10,Bahrain,347.7741935483871
2020,11,Bahrain,177.03333333333333
2020,12,Bahrain,184.48387096774192
2021,1,Bahrain,334.9032258064516
2021,2,Bahrain,690.6071428571429
2021,3,Bahrain,711.3225806451613
2021,4,Bahrain,1082.9666666666667
2021,5,Bahrain,2051.516129032258
2021,6,Bahrain,843.2
2021,7,Bahrain,108.35483870967742
2021,8,Bahrain,108.19354838709677
2021,9,Bahrain,83.9
2021,10,Bahrain,57.16129032258065
2021,11,Bahrain,28.7
2021,12,Bahrain,141.03225806451613
2022,1,Bahrain,2984.2903225806454
2022,2,Bahrain,5011.0
2022,3,Bahrain,1276.967741935484
2022,4,Bahrain,474.56666666666666
2022,5,Bahrain,547.0645161290323
2022,6,Bahrain,1339.7
2022,7,Bahrain,1090.032258064516
2022,8,Bahrain,388.7096774193548
2022,9,Bahrain,295.4
2022,10,Bahrain,310.5806451612903
2022,11,Bahrain,204.83333333333334
2022,12,Bahrain,77.58064516129032
2023,1,Bahrain,55.32258064516129
2023,2,Bahrain,251.0
2023,3,Bahrain,357.0
2020,1,Bangladesh,0.0
2020,2,Bangladesh,0.0
2020,3,Bangladesh,1.6451612903225807
2020,4,Bangladesh,253.86666666666667
2020,5,Bangladesh,1273.741935483871
2020,6,Bangladesh,3277.6666666666665
2020,7,Bangladesh,2973.483870967742
2020,8,Bangladesh,2430.1612903225805
2020,9,Bangladesh,1682.7666666666667
2020,10,Bangladesh,1425.967741935484
2020,11,Bangladesh,1908.2666666666667
2020,12,Bangladesh,1567.032258064516
2021,1,Bangladesh,697.7096774193549
2021,2,Bangladesh,395.60714285714283
2021,3,Bangladesh,2099.3225806451615
2021,4,Bangladesh,4927.9
2021,5,Bangladesh,1335.741935483871
2021,6,Bangladesh,3757.266666666667
2021,7,Bangladesh,10846.0
2021,8,Bangladesh,8101.096774193548
2021,9,Bangladesh,1843.1
2021,10,Bangladesh,439.61290322580646
2021,11,Bangladesh,224.83333333333334
2021,12,Bangladesh,298.5483870967742
2022,1,Bangladesh,6880.451612903225
2022,2,Bangladesh,5169.428571428572
2022,3,Bangladesh,258.06451612903226
2022,4,Bangladesh,37.13333333333333
2022,5,Bangladesh,26.322580645161292
2022,6,Bangladesh,676.0666666666667
2022,7,Bangladesh,1015.0967741935484
2022,8,Bangladesh,215.7741935483871
2022,9,Bangladesh,441.7
2022,10,Bangladesh,323.96774193548384
2022,11,Bangladesh,44.833333333333336
2022,12,Bangladesh,17.419354838709676
2023,1,Bangladesh,13.903225806451612
2023,2,Bangladesh,7.75
2023,3,Bangladesh,10.88888888888889
2020,1,Barbados,0.0
2020,2,Barbados,0.0
2020,3,Barbados,1.096774193548387
2020,4,Barbados,1.5666666666666667
2020,5,Barbados,0.3548387096774194
2020,6,Barbados,0.16666666666666666
2020,7,Barbados,0.41935483870967744
2020,8,Barbados,2.064516129032258
2020,9,Barbados,0.5333333333333333
2020,10,Barbados,1.5161290322580645
2020,11,Barbados,1.3
2020,12,Barbados,3.4516129032258065
2021,1,Barbados,37.483870967741936
2021,2,Barbados,54.392857142857146
2021,3,Barbados,18.838709677419356
2021,4,Barbados,6.766666666666667
2021,5,Barbados,5.225806451612903
2021,6,Barbados,2.1333333333333333
2021,7,Barbados,9.96774193548387
2021,8,Barbados,20.70967741935484
2021,9,Barbados,111.63333333333334
2021,10,Barbados,302.64516129032256
2021,11,Barbados,251.76666666666668
2021,12,Barbados,104.80645161290323
2022,1,Barbados,511.7741935483871
2022,2,Barbados,383.39285714285717
2022,3,Barbados,132.48387096774192
2022,4,Barbados,360.26666666666665
2022,5,Barbados,341.0967741935484
2022,6,Barbados,125.56666666666666
2022,7,Barbados,247.25806451612902
2022,8,Barbados,291.4193548387097
2022,9,Barbados,48.666666666666664
2022,10,Barbados,14.0
2022,11,Barbados,46.733333333333334
2022,12,Barbados,35.45161290322581
2023,1,Barbados,20.70967741935484
2023,2,Barbados,17.428571428571427
2023,3,Barbados,17.0
2020,1,Belarus,0.0
2020,2,Belarus,0.034482758620689655
2020,3,Belarus,4.870967741935484
2020,4,Belarus,462.5
2020,5,Belarus,920.2903225806451
2020,6,Belarus,652.0666666666667
2020,7,Belarus,183.5483870967742
2020,8,Belarus,130.16129032258064
2020,9,Belarus,226.26666666666668
2020,10,Belarus,640.3548387096774
2020,11,Belarus,1272.1666666666667
2020,12,Belarus,1859.258064516129
2021,1,Belarus,1743.6129032258063
2021,2,Belarus,1391.7857142857142
2021,3,Belarus,1112.9354838709678
2021,4,Belarus,1231.0333333333333
2021,5,Belarus,1151.6451612903227
2021,6,Belarus,758.3333333333334
2021,7,Belarus,930.6774193548387
2021,8,Belarus,1144.9032258064517
2021,9,Belarus,1885.1333333333334
2021,10,Belarus,2002.6451612903227
2021,11,Belarus,1818.3333333333333
2021,12,Belarus,1432.0
2022,1,Belarus,1414.2903225806451
2022,2,Belarus,6313.678571428572
2022,3,Belarus,1386.1612903225807
2022,4,Belarus,587.9333333333333
2022,5,Belarus,81.35483870967742
2022,6,Belarus,0.0
2022,7,Belarus,360.3225806451613
2022,8,Belarus,0.0
2022,9,Belarus,0.0
2022,10,Belarus,0.0
2022,11,Belarus,0.0
2022,12,Belarus,0.0
2023,1,Belarus,0.0
2023,2,Belarus,0.0
2023,3,Belarus,0.0
2020,1,Belgium,0.0
2020,2,Belgium,0.034482758620689655
2020,3,Belgium,412.06451612903226
2020,4,Belgium,1191.4666666666667
2020,5,Belgium,318.1290322580645
2020,6,Belgium,101.53333333333333
2020,7,Belgium,236.25806451612902
2020,8,Belgium,531.7741935483871
2020,9,Belgium,1107.2
2020,10,Belgium,10025.064516129032
2020,11,Belgium,4937.2
2020,12,Belgium,2230.6774193548385
2021,1,Belgium,2053.451612903226
2021,2,Belgium,2191.3571428571427
2021,3,Belgium,3578.7741935483873
2021,4,Belgium,3592.5333333333333
2021,5,Belgium,2315.2258064516127
2021,6,Belgium,771.0
2021,7,Belgium,1276.9032258064517
2021,8,Belgium,1933.8387096774193
2021,9,Belgium,2009.6666666666667
2021,10,Belgium,3732.1290322580644
2021,11,Belgium,13512.833333333334
2021,12,Belgium,10945.41935483871
2022,1,Belgium,33867.6129032258
2022,2,Belgium,14359.82142857143
2022,3,Belgium,9475.290322580646
2022,4,Belgium,6846.666666666667
2022,5,Belgium,3100.3225806451615
2022,6,Belgium,3117.3333333333335
2022,7,Belgium,5425.064516129032
2022,8,Belgium,2195.483870967742
2022,9,Belgium,2073.0
2022,10,Belgium,2184.967741935484
2022,11,Belgium,905.7333333333333
2022,12,Belgium,930.2258064516129
2023,1,Belgium,750.0322580645161
2023,2,Belgium,934.1428571428571
2023,3,Belgium,2412.222222222222
2020,1,Belize,0.0
2020,2,Belize,0.0
2020,3,Belize,0.0967741935483871
2020,4,Belize,0.5
2020,5,Belize,0.0
2020,6,Belize,0.2
2020,7,Belize,0.7741935483870968
2020,8,Belize,30.93548387096774
2020,9,Belize,32.833333333333336
2020,10,Belize,48.225806451612904
2020,11,Belize,78.9
2020,12,Belize,158.7741935483871
2021,1,Belize,36.516129032258064
2021,2,Belize,13.75
2021,3,Belize,5.258064516129032
2021,4,Belize,7.066666666666666
2021,5,Belize,4.548387096774194
2021,6,Belize,14.733333333333333
2021,7,Belize,29.419354838709676
2021,8,Belize,70.64516129032258
2021,9,Belize,148.26666666666668
2021,10,Belize,193.4516129032258
2021,11,Belize,121.1
2021,12,Belize,77.70967741935483
2022,1,Belize,569.258064516129
2022,2,Belize,221.67857142857142
2022,3,Belize,18.903225806451612
2022,4,Belize,7.233333333333333
2022,5,Belize,60.25806451612903
2022,6,Belize,153.36666666666667
2022,7,Belize,101.45161290322581
2022,8,Belize,38.41935483870968
2022,9,Belize,18.4
2022,10,Belize,2.870967741935484
2022,11,Belize,3.5
2022,12,Belize,28.967741935483872
2023,1,Belize,23.032258064516128
2023,2,Belize,3.4642857142857144
2023,3,Belize,0.0
2020,1,Benin,0.0
2020,2,Benin,0.0
2020,3,Benin,0.2903225806451613
2020,4,Benin,1.8333333333333333
2020,5,Benin,5.419354838709677
2020,6,Benin,32.233333333333334
2020,7,Benin,19.548387096774192
2020,8,Benin,10.96774193548387
2020,9,Benin,7.066666666666666
2020,10,Benin,9.225806451612904
2020,11,Benin,12.4
2020,12,Benin,7.612903225806452
2021,1,Benin,20.70967741935484
2021,2,Benin,55.035714285714285
2021,3,Benin,53.74193548387097
2021,4,Benin,24.033333333333335
2021,5,Benin,7.645161290322581
2021,6,Benin,4.7
2021,7,Benin,6.290322580645161
2021,8,Benin,160.38709677419354
2021,9,Benin,350.8
2021,10,Benin,27.70967741935484
2021,11,Benin,3.3666666666666667
2021,12,Benin,2.7419354838709675
2022,1,Benin,48.87096774193548
2022,2,Benin,4.178571428571429
2022,3,Benin,12.419354838709678
2022,4,Benin,0.0
2022,5,Benin,0.0
2022,6,Benin,8.8
2022,7,Benin,3.225806451612903
2022,8,Benin,5.612903225806452
2022,9,Benin,4.933333333333334
2022,10,Benin,4.645161290322581
2022,11,Benin,6.6
2022,12,Benin,0.06451612903225806
2023,1,Benin,0.22580645161290322
2023,2,Benin,0.03571428571428571
2023,3,Benin,1.0
2020,1,Bhutan,0.0
2020,2,Bhutan,0.0
2020,3,Bhutan,0.12903225806451613
2020,4,Bhutan,0.1
2020,5,Bhutan,1.1612903225806452
