Country/Region,Year,Month,Average
Austria,2022,4,11089.866666666667
Austria,2022,5,3658.3548387096776
Austria,2022,6,5720.466666666666
Austria,2022,7,10137.935483870968
Austria,2022,8,5869.903225806452
Austria,2022,9,5850.566666666667
Austria,2022,10,9936.774193548386
Austria,2022,11,4068.866666666667
Austria,2022,12,4627.741935483871
Austria,2023,1,2423.7419354838707
Austria,2023,2,4680.892857142857
Austria,2023,3,5538.777777777777
Azerbaijan,2020,1,0.0
Azerbaijan,2020,2,0.0
Azerbaijan,2020,3,9.612903225806452
Azerbaijan,2020,4,50.2
Azerbaijan,2020,5,119.03225806451613
Azerbaijan,2020,6,401.0
Azerbaijan,2020,7,463.03225806451616
Azerbaijan,2020,8,147.0
Azerbaijan,2020,9,126.46666666666667
Azerbaijan,2020,10,485.16129032258067
Azerbaijan,2020,11,2196.9
Azerbaijan,2020,12,3145.935483870968
Azerbaijan,2021,1,371.5806451612903
Azerbaijan,2021,2,154.21428571428572
Azerbaijan,2021,3,876.6451612903226
Azerbaijan,2021,4,1913.2
Azerbaijan,2021,5,478.93548387096774
Azerbaijan,2021,6,69.7
Azerbaijan,2021,7,251.67741935483872
Azerbaijan,2021,8,2614.2580645161293
Azerbaijan,2021,9,1967.0333333333333
Azerbaijan,2021,10,1531.225806451613
Azerbaijan,2021,11,1898.2666666666667
Azerbaijan,2021,12,923.516129032258
Azerbaijan,2022,1,1339.4516129032259
Azerbaijan,2022,2,4542.857142857143
Azerbaijan,2022,3,202.0
Azerbaijan,2022,4,21.0
Azerbaijan,2022,5,6.612903225806452
Azerbaijan,2022,6,13.633333333333333
Azerbaijan,2022,7,182.6451612903226
Azerbaijan,2022,8,470.93548387096774
Azerbaijan,2022,9,266.76666666666665
Azerbaijan,2022,10,58.645161290322584
Azerbaijan,2022,11,35.96666666666667
Azerbaijan,2022,12,66.58064516129032
Azerbaijan,2023,1,49.774193548387096
Azerbaijan,2023,2,21.571428571428573
Azerbaijan,2023,3,30.77777777777778
Bahamas,2020,1,0.0
Bahamas,2020,2,0.0
Bahamas,2020,3,0.45161290322580644
Bahamas,2020,4,2.2333333333333334
Bahamas,2020,5,0.6774193548387096
Bahamas,2020,6,0.06666666666666667
Bahamas,2020,7,15.161290322580646
Bahamas,2020,8,53.0
Bahamas,2020,9,63.53333333333333
Bahamas,2020,10,83.58064516129032
Bahamas,2020,11,27.566666666666666
Bahamas,2020,12,10.64516129032258
Bahamas,2021,1,9.774193548387096
Bahamas,2021,2,12.321428571428571
Bahamas,2021,3,19.35483870967742
Bahamas,2021,4,44.46666666666667
Bahamas,2021,5,43.32258064516129
Bahamas,2021,6,26.333333333333332
Bahamas,2021,7,72.70967741935483
Bahamas,2021,8,106.41935483870968
Bahamas,2021,9,94.83333333333333
Bahamas,2021,10,44.096774193548384
Bahamas,2021,11,14.666666666666666
Bahamas,2021,12,54.354838709677416
Bahamas,2022,1,260.83870967741933
Bahamas,2022,2,20.464285714285715
Bahamas,2022,3,4.774193548387097
Bahamas,2022,4,9.166666666666666
Bahamas,2022,5,38.74193548387097
Bahamas,2022,6,40.53333333333333
Bahamas,2022,7,24.161290322580644
Bahamas,2022,8,11.32258064516129
Bahamas,2022,9,7.166666666666667
Bahamas,2022,10,3.096774193548387
Bahamas,2022,11,3.2333333333333334
Bahamas,2022,12,0.25806451612903225
Bahamas,2023,1,0.0
Bahamas,2023,2,0.0
Bahamas,2023,3,0.0
Bahrain,2020,1,0.0
Bahrain,2020,2,1.4137931034482758
Bahrain,2020,3,16.967741935483872
Bahrain,2020,4,82.43333333333334
Bahrain,2020,5,269.61290322580646
Bahrain,2020,6,512.0
Bahrain,2020,7,458.83870967741933
Bahrain,2020,8,354.51612903225805
Bahrain,2020,9,629.7333333333333
Bahrain,2020,10,347.7741935483871
Bahrain,2020,11,177.03333333333333
Bahrain,2020,12,184.48387096774192
Bahrain,2021,1,334.9032258064516
Bahrain,2021,2,690.6071428571429
Bahrain,2021,3,711.3225806451613
Bahrain,2021,4,1082.9666666666667
Bahrain,2021,5,2051.516129032258
Bahrain,2021,6,843.2
Bahrain,2021,7,108.35483870967742
Bahrain,2021,8,108.19354838709677
Bahrain,2021,9,83.9
Bahrain,2021,10,57.16129032258065
Bahrain,2021,11,28.7
Bahrain,2021,12,141.03225806451613
Bahrain,2022,1,2984.2903225806454
Bahrain,2022,2,5011.0
Bahrain,2022,3,1276.967741935484
Bahrain,2022,4,474.56666666666666
Bahrain,2022,5,547.0645161290323
Bahrain,2022,6,1339.7
Bahrain,2022,7,1090.032258064516
Bahrain,2022,8,388.7096774193548
Bahrain,2022,9,295.4
Bahrain,2022,10,310.5806451612903
Bahrain,2022,11,204.83333333333334
Bahrain,2022,12,77.58064516129032
Bahrain,2023,1,55.32258064516129
Bahrain,2023,2,251.0
Bahrain,2023,3,357.0
Bangladesh,2020,1,0.0
Bangladesh,2020,2,0.0
Bangladesh,2020,3,1.6451612903225807
Bangladesh,2020,4,253.86666666666667
Bangladesh,2020,5,1273.741935483871
Bangladesh,2020,6,3277.6666666666665
Bangladesh,2020,7,2973.483870967742
Bangladesh,2020,8,2430.1612903225805
Bangladesh,2020,9,1682.7666666666667
Bangladesh,2020,10,1425.967741935484
Bangladesh,2020,11,1908.2666666666667
Bangladesh,2020,12,1567.032258064516
Bangladesh,2021,1,697.7096774193549
Bangladesh,2021,2,395.60714285714283
Bangladesh,2021,3,2099.3225806451615
Bangladesh,2021,4,4927.9
Bangladesh,2021,5,1335.741935483871
Bangladesh,2021,6,3757.266666666667
Bangladesh,2021,7,10846.0
Bangladesh,2021,8,8101.096774193548
Bangladesh,2021,9,1843.1
Bangladesh,2021,10,439.61290322580646
Bangladesh,2021,11,224.83333333333334
Bangladesh,2021,12,298.5483870967742
Bangladesh,2022,1,6880.451612903225
Bangladesh,2022,2,5169.428571428572
Bangladesh,2022,3,258.06451612903226
Bangladesh,2022,4,37.13333333333333
Bangladesh,2022,5,26.322580645161292
Bangladesh,2022,6,676.0666666666667
Bangladesh,2022,7,1015.0967741935484
Bangladesh,2022,8,215.7741935483871
Bangladesh,2022,9,441.7
Bangladesh,2022,10,323.96774193548384
Bangladesh,2022,11,44.833333333333336
Bangladesh,2022,12,17.419354838709676
Bangladesh,2023,1,13.903225806451612
Bangladesh,2023,2,7.75
Bangladesh,2023,3,10.88888888888889
Barbados,2020,1,0.0
Barbados,2020,2,0.0
Barbados,2020,3,1.096774193548387
Barbados,2020,4,1.5666666666666667
Barbados,2020,5,0.3548387096774194
Barbados,2020,6,0.16666666666666666
Barbados,2020,7,0.41935483870967744
Barbados,2020,8,2.064516129032258
Barbados,2020,9,0.5333333333333333
Barbados,2020,10,1.5161290322580645
Barbados,2020,11,1.3
Barbados,2020,12,3.4516129032258065
Barbados,2021,1,37.483870967741936
Barbados,2021,2,54.392857142857146
Barbados,2021,3,18.838709677419356
Barbados,2021,4,6.766666666666667
Barbados,2021,5,5.225806451612903
Barbados,2021,6,2.1333333333333333
Barbados,2021,7,9.96774193548387
Barbados,2021,8,20.70967741935484
Barbados,2021,9,111.63333333333334
Barbados,2021,10,302.64516129032256
Barbados,2021,11,251.76666666666668
Barbados,2021,12,104.80645161290323
Barbados,2022,1,511.7741935483871
Barbados,2022,2,383.39285714285717
Barbados,2022,3,132.48387096774192
Barbados,2022,4,360.26666666666665
Barbados,2022,5,341.0967741935484
Barbados,2022,6,125.56666666666666
Barbados,2022,7,247.25806451612902
Barbados,2022,8,291.4193548387097
Barbados,2022,9,48.666666666666664
Barbados,2022,10,14.0
Barbados,2022,11,46.733333333333334
Barbados,2022,12,35.45161290322581
Barbados,2023,1,20.70967741935484
Barbados,2023,2,17.428571428571427
Barbados,2023,3,17.0
Belarus,2020,1,0.0
Belarus,2020,2,0.034482758620689655
Belarus,2020,3,4.870967741935484
Belarus,2020,4,462.5
Belarus,2020,5,920.2903225806451
Belarus,2020,6,652.0666666666667
Belarus,2020,7,183.5483870967742
Belarus,2020,8,130.16129032258064
Belarus,2020,9,226.26666666666668
Belarus,2020,10,640.3548387096774
Belarus,2020,11,1272.1666666666667
Belarus,2020,12,1859.258064516129
Belarus,2021,1,1743.6129032258063
Belarus,2021,2,1391.7857142857142
Belarus,2021,3,1112.9354838709678
Belarus,2021,4,1231.0333333333333
Belarus,2021,5,1151.6451612903227
Belarus,2021,6,758.3333333333334
Belarus,2021,7,930.6774193548387
Belarus,2021,8,1144.9032258064517
Belarus,2021,9,1885.1333333333334
Belarus,2021,10,2002.6451612903227
Belarus,2021,11,1818.3333333333333
Belarus,2021,12,1432.0
Belarus,2022,1,1414.2903225806451
Belarus,2022,2,6313.678571428572
Belarus,2022,3,1386.1612903225807
Belarus,2022,4,587.9333333333333
Belarus,2022,5,81.35483870967742
Belarus,2022,6,0.0
Belarus,2022,7,360.3225806451613
Belarus,2022,8,0.0
Belarus,2022,9,0.0
Belarus,2022,10,0.0
Belarus,2022,11,0.0
Belarus,2022,12,0.0
Belarus,2023,1,0.0
Belarus,2023,2,0.0
Belarus,2023,3,0.0
Belgium,2020,1,0.0
Belgium,2020,2,0.034482758620689655
Belgium,2020,3,412.06451612903226
Belgium,2020,4,1191.4666666666667
Belgium,2020,5,318.1290322580645
Belgium,2020,6,101.53333333333333
Belgium,2020,7,236.25806451612902
Belgium,2020,8,531.7741935483871
Belgium,2020,9,1107.2
Belgium,2020,10,10025.064516129032
Belgium,2020,11,4937.2
Belgium,2020,12,2230.6774193548385
Belgium,2021,1,2053.451612903226
Belgium,2021,2,2191.3571428571427
Belgium,2021,3,3578.7741935483873
Belgium,2021,4,3592.5333333333333
Belgium,2021,5,2315.2258064516127
Belgium,2021,6,771.0
Belgium,2021,7,1276.9032258064517
Belgium,2021,8,1933.8387096774193
Belgium,2021,9,2009.6666666666667
Belgium,2021,10,3732.1290322580644
Belgium,2021,11,13512.833333333334
Belgium,2021,12,10945.41935483871
Belgium,2022,1,33867.6129032258
Belgium,2022,2,14359.82142857143
Belgium,2022,3,9475.290322580646
Belgium,2022,4,6846.666666666667
Belgium,2022,5,3100.3225806451615
Belgium,2022,6,3117.3333333333335
Belgium,2022,7,5425.064516129032
Belgium,2022,8,2195.483870967742
Belgium,2022,9,2073.0
Belgium,2022,10,2184.967741935484
Belgium,2022,11,905.7333333333333
Belgium,2022,12,930.2258064516129
Belgium,2023,1,750.0322580645161
Belgium,2023,2,934.1428571428571
Belgium,2023,3,2412.222222222222
Belize,2020,1,0.0
Belize,2020,2,0.0
Belize,2020,3,0.0967741935483871
Belize,2020,4,0.5
Belize,2020,5,0.0
Belize,2020,6,0.2
Belize,2020,7,0.7741935483870968
Belize,2020,8,30.93548387096774
Belize,2020,9,32.833333333333336
Belize,2020,10,48.225806451612904
Belize,2020,11,78.9
Belize,2020,12,158.7741935483871
Belize,2021,1,36.516129032258064
Belize,2021,2,13.75
Belize,2021,3,5.258064516129032
Belize,2021,4,7.066666666666666
Belize,2021,5,4.548387096774194
Belize,2021,6,14.733333333333333
Belize,2021,7,29.419354838709676
Belize,2021,8,70.64516129032258
Belize,2021,9,148.26666666666668
Belize,2021,10,193.4516129032258
Belize,2021,11,121.1
Belize,2021,12,77.70967741935483
Belize,2022,1,569.258064516129
Belize,2022,2,221.67857142857142
Belize,2022,3,18.903225806451612
Belize,2022,4,7.233333333333333
Belize,2022,5,60.25806451612903
Belize,2022,6,153.36666666666667
Belize,2022,7,101.45161290322581
Belize,2022,8,38.41935483870968
Belize,2022,9,18.4
Belize,2022,10,2.870967741935484
Belize,2022,11,3.5
Belize,2022,12,28.967741935483872
Belize,2023,1,23.032258064516128
Belize,2023,2,3.4642857142857144
Belize,2023,3,0.0
Benin,2020,1,0.0
Benin,2020,2,0.0
Benin,2020,3,0.2903225806451613
Benin,2020,4,1.8333333333333333
Benin,2020,5,5.419354838709677
Benin,2020,6,32.233333333333334
Benin,2020,7,19.548387096774192
Benin,2020,8,10.96774193548387
Benin,2020,9,7.066666666666666
Benin,2020,10,9.225806451612904
Benin,2020,11,12.4
Benin,2020,12,7.612903225806452
Benin,2021,1,20.70967741935484
Benin,2021,2,55.035714285714285
Benin,2021,3,53.74193548387097
Benin,2021,4,24.033333333333335
Benin,2021,5,7.645161290322581
Benin,2021,6,4.7
Benin,2021,7,6.290322580645161
Benin,2021,8,160.38709677419354
Benin,2021,9,350.8
Benin,2021,10,27.70967741935484
Benin,2021,11,3.3666666666666667
Benin,2021,12,2.7419354838709675
Benin,2022,1,48.87096774193548
Benin,2022,2,4.178571428571429
Benin,2022,3,12.419354838709678
Benin,2022,4,0.0
Benin,2022,5,0.0
Benin,2022,6,8.8
Benin,2022,7,3.225806451612903
Benin,2022,8,5.612903225806452
Benin,2022,9,4.933333333333334
Benin,2022,10,4.645161290322581
Benin,2022,11,6.6
Benin,2022,12,0.06451612903225806
Benin,2023,1,0.22580645161290322
Benin,2023,2,0.03571428571428571
Benin,2023,3,1.0
Bhutan,2020,1,0.0
Bhutan,2020,2,0.0
Bhutan,2020,3,0.12903225806451613
Bhutan,2020,4,0.1
Bhutan,2020,5,1.1612903225806452
Bhutan,2020,6,1.1333333333333333
